id;name;id;insert into internal_products (odoo_id,product_id);insert into products (id,description)
__export__.product_template_24738_8e7cf88f;Xiaomi Poco M7 Pro 5G DS 12/512GB Black;1085;"('__export__.product_template_24738_8e7cf88f',1085);";"(1085,'Xiaomi Poco M7 Pro 5G DS 12/512GB Black');"
__export__.product_template_24739_6dce0785;Xiaomi Poco M7 Pro 5G DS 12/512GB Green;1086;"('__export__.product_template_24739_6dce0785',1086);";"(1086,'Xiaomi Poco M7 Pro 5G DS 12/512GB Green');"
__export__.product_template_24737_eea76012;Xiaomi Poco M7 Pro 5G DS 12/512GB Silver;1087;"('__export__.product_template_24737_eea76012',1087);";"(1087,'Xiaomi Poco M7 Pro 5G DS 12/512GB Silver');"
__export__.product_template_24710_9299ffff;Xiaomi Poco M7 Pro 5G DS 8/256GB Black;1088;"('__export__.product_template_24710_9299ffff',1088);";"(1088,'Xiaomi Poco M7 Pro 5G DS 8/256GB Black');"
__export__.product_template_22741_86ca94a4;Xiaomi Poco M7 Pro 5G DS 8/256GB Green;1089;"('__export__.product_template_22741_86ca94a4',1089);";"(1089,'Xiaomi Poco M7 Pro 5G DS 8/256GB Green');"
__export__.product_template_23607_002f5c31;Xiaomi Poco M7 Pro 5G DS 8/256GB Purple;1090;"('__export__.product_template_23607_002f5c31',1090);";"(1090,'Xiaomi Poco M7 Pro 5G DS 8/256GB Purple');"
__export__.product_template_23341_2041ec70;Xiaomi Poco M7 Pro 5G DS 8/256GB Silver;1091;"('__export__.product_template_23341_2041ec70',1091);";"(1091,'Xiaomi Poco M7 Pro 5G DS 8/256GB Silver');"
__export__.product_template_23599_2bc9cc97;Xiaomi Poco Pad 12.1 8/256GB WiFi Blue;1092;"('__export__.product_template_23599_2bc9cc97',1092);";"(1092,'Xiaomi Poco Pad 12.1 8/256GB WiFi Blue');"
__export__.product_template_23336_fd8e7f6c;Xiaomi Poco Pad 12.1 8/256GB WiFi Grey;1093;"('__export__.product_template_23336_fd8e7f6c',1093);";"(1093,'Xiaomi Poco Pad 12.1 8/256GB WiFi Grey');"
__export__.product_template_22186_458c0b71;Xiaomi Poco X7 5G DS 12/512GB Green;1094;"('__export__.product_template_22186_458c0b71',1094);";"(1094,'Xiaomi Poco X7 5G DS 12/512GB Green');"
__export__.product_template_22184_891dba48;Xiaomi Poco X7 5G DS 8/256GB Black;1095;"('__export__.product_template_22184_891dba48',1095);";"(1095,'Xiaomi Poco X7 5G DS 8/256GB Black');"
__export__.product_template_22185_837add5a;Xiaomi Poco X7 5G DS 8/256GB Silver;1096;"('__export__.product_template_22185_837add5a',1096);";"(1096,'Xiaomi Poco X7 5G DS 8/256GB Silver');"
__export__.product_template_23608_bce89470;Xiaomi Poco X7 Pro 5G DS 12/256GB Black;1097;"('__export__.product_template_23608_bce89470',1097);";"(1097,'Xiaomi Poco X7 Pro 5G DS 12/256GB Black');"
__export__.product_template_23990_437b5b37;Xiaomi Poco X7 Pro 5G DS 12/256GB Green;1098;"('__export__.product_template_23990_437b5b37',1098);";"(1098,'Xiaomi Poco X7 Pro 5G DS 12/256GB Green');"
__export__.product_template_22372_e8d9fd1e;Xiaomi Poco X7 Pro 5G DS 12/256GB Yellow;1099;"('__export__.product_template_22372_e8d9fd1e',1099);";"(1099,'Xiaomi Poco X7 Pro 5G DS 12/256GB Yellow');"
__export__.product_template_22188_0a56a8b0;Xiaomi Poco X7 Pro 5G DS 12/512GB Black;1100;"('__export__.product_template_22188_0a56a8b0',1100);";"(1100,'Xiaomi Poco X7 Pro 5G DS 12/512GB Black');"
__export__.product_template_23342_ab578729;Xiaomi Poco X7 Pro 5G DS 12/512GB Green;1101;"('__export__.product_template_23342_ab578729',1101);";"(1101,'Xiaomi Poco X7 Pro 5G DS 12/512GB Green');"
__export__.product_template_23609_7509462e;Xiaomi Poco X7 Pro 5G DS 12/512GB Yellow;1102;"('__export__.product_template_23609_7509462e',1102);";"(1102,'Xiaomi Poco X7 Pro 5G DS 12/512GB Yellow');"
__export__.product_template_22562_ef3319c0;Xiaomi Poco X7 Pro 5G DS 8/256GB Black;1103;"('__export__.product_template_22562_ef3319c0',1103);";"(1103,'Xiaomi Poco X7 Pro 5G DS 8/256GB Black');"
__export__.product_template_22374_4efa7c34;Xiaomi Poco X7 Pro 5G DS 8/256GB Green;1104;"('__export__.product_template_22374_4efa7c34',1104);";"(1104,'Xiaomi Poco X7 Pro 5G DS 8/256GB Green');"
__export__.product_template_23610_5378efa8;Xiaomi Poco X7 Pro 5G DS 8/256GB Yellow;1105;"('__export__.product_template_23610_5378efa8',1105);";"(1105,'Xiaomi Poco X7 Pro 5G DS 8/256GB Yellow');"
__export__.product_template_22376_992dcb88;Xiaomi Portable Electric Air Compressor 2 Black;1106;"('__export__.product_template_22376_992dcb88',1106);";"(1106,'Xiaomi Portable Electric Air Compressor 2 Black');"
__export__.product_template_14521_546b6364;Xiaomi Redmi 13 4G DS 6/128GB Black;1107;"('__export__.product_template_14521_546b6364',1107);";"(1107,'Xiaomi Redmi 13 4G DS 6/128GB Black');"
__export__.product_template_22747_97334192;Xiaomi Redmi 13 4G DS 6/128GB Blue;1108;"('__export__.product_template_22747_97334192',1108);";"(1108,'Xiaomi Redmi 13 4G DS 6/128GB Blue');"
__export__.product_template_24146_f893dc7e;Xiaomi Redmi 13 4G DS 8/256GB Black;1109;"('__export__.product_template_24146_f893dc7e',1109);";"(1109,'Xiaomi Redmi 13 4G DS 8/256GB Black');"
__export__.product_template_24147_80049982;Xiaomi Redmi 13 4G DS 8/256GB Blue;1110;"('__export__.product_template_24147_80049982',1110);";"(1110,'Xiaomi Redmi 13 4G DS 8/256GB Blue');"
__export__.product_template_24148_e72a727d;Xiaomi Redmi 13 4G DS 8/256GB Pink;1111;"('__export__.product_template_24148_e72a727d',1111);";"(1111,'Xiaomi Redmi 13 4G DS 8/256GB Pink');"
__export__.product_template_17469_9bea37ac;Xiaomi Redmi 14C 4G DS 4/128GB Black;1112;"('__export__.product_template_17469_9bea37ac',1112);";"(1112,'Xiaomi Redmi 14C 4G DS 4/128GB Black');"
__export__.product_template_17471_37e9af5e;Xiaomi Redmi 14C 4G DS 4/128GB Blue;1113;"('__export__.product_template_17471_37e9af5e',1113);";"(1113,'Xiaomi Redmi 14C 4G DS 4/128GB Blue');"
__export__.product_template_17470_21f9c4b3;Xiaomi Redmi 14C 4G DS 4/128GB Green;1114;"('__export__.product_template_17470_21f9c4b3',1114);";"(1114,'Xiaomi Redmi 14C 4G DS 4/128GB Green');"
__export__.product_template_14608_863989fa;Xiaomi Redmi 14C 4G DS 8/256GB Black;1115;"('__export__.product_template_14608_863989fa',1115);";"(1115,'Xiaomi Redmi 14C 4G DS 8/256GB Black');"
__export__.product_template_19537_a9fc2cc1;Xiaomi Redmi 14C 4G DS 8/256GB Blue;1116;"('__export__.product_template_19537_a9fc2cc1',1116);";"(1116,'Xiaomi Redmi 14C 4G DS 8/256GB Blue');"
__export__.product_template_14591_3a8f949c;Xiaomi Redmi 14C 4G DS 8/256GB Green;1117;"('__export__.product_template_14591_3a8f949c',1117);";"(1117,'Xiaomi Redmi 14C 4G DS 8/256GB Green');"
__export__.product_template_24255_2aee83ae;Xiaomi Redmi 15 4G DS 6/128GB Midnight Black;1118;"('__export__.product_template_24255_2aee83ae',1118);";"(1118,'Xiaomi Redmi 15 4G DS 6/128GB Midnight Black');"
__export__.product_template_24256_37d9ec3f;Xiaomi Redmi 15 4G DS 6/128GB Sandy Purple;1119;"('__export__.product_template_24256_37d9ec3f',1119);";"(1119,'Xiaomi Redmi 15 4G DS 6/128GB Sandy Purple');"
__export__.product_template_24257_80db63a8;Xiaomi Redmi 15 4G DS 6/128GB Titan Grey;1120;"('__export__.product_template_24257_80db63a8',1120);";"(1120,'Xiaomi Redmi 15 4G DS 6/128GB Titan Grey');"
__export__.product_template_24258_eea13264;Xiaomi Redmi 15 4G DS 8/256GB Midnight Black;1121;"('__export__.product_template_24258_eea13264',1121);";"(1121,'Xiaomi Redmi 15 4G DS 8/256GB Midnight Black');"
__export__.product_template_24325_fc8664ab;Xiaomi Redmi 15 4G DS 8/256GB Sandy Purple;1122;"('__export__.product_template_24325_fc8664ab',1122);";"(1122,'Xiaomi Redmi 15 4G DS 8/256GB Sandy Purple');"
__export__.product_template_24259_04a22231;Xiaomi Redmi 15 4G DS 8/256GB Titan Gray;1123;"('__export__.product_template_24259_04a22231',1123);";"(1123,'Xiaomi Redmi 15 4G DS 8/256GB Titan Gray');"
__export__.product_template_24873_7ad5c386;Xiaomi Redmi 15 4G DS 8/256GB Titan Grey;1124;"('__export__.product_template_24873_7ad5c386',1124);";"(1124,'Xiaomi Redmi 15 4G DS 8/256GB Titan Grey');"
__export__.product_template_24711_ede60216;Xiaomi Redmi 15 5G DS 4/128GB Green;1125;"('__export__.product_template_24711_ede60216',1125);";"(1125,'Xiaomi Redmi 15 5G DS 4/128GB Green');"
__export__.product_template_24712_44f3a9e4;Xiaomi Redmi 15 5G DS 4/128GB Midnight Black;1126;"('__export__.product_template_24712_44f3a9e4',1126);";"(1126,'Xiaomi Redmi 15 5G DS 4/128GB Midnight Black');"
__export__.product_template_24713_d5bd7b17;Xiaomi Redmi 15 5G DS 4/128GB Titan Grey;1127;"('__export__.product_template_24713_d5bd7b17',1127);";"(1127,'Xiaomi Redmi 15 5G DS 4/128GB Titan Grey');"
__export__.product_template_24715_e6737e86;Xiaomi Redmi 15 5G DS 8/256GB Green;1128;"('__export__.product_template_24715_e6737e86',1128);";"(1128,'Xiaomi Redmi 15 5G DS 8/256GB Green');"
__export__.product_template_24716_ec3f6ac7;Xiaomi Redmi 15 5G DS 8/256GB Grey;1129;"('__export__.product_template_24716_ec3f6ac7',1129);";"(1129,'Xiaomi Redmi 15 5G DS 8/256GB Grey');"
__export__.product_template_24338_15b634bf;Xiaomi Redmi 15 5G DS 8/256GB Midnight Black;1130;"('__export__.product_template_24338_15b634bf',1130);";"(1130,'Xiaomi Redmi 15 5G DS 8/256GB Midnight Black');"
__export__.product_template_24348_d96e9854;Xiaomi Redmi 15C 4G DS 4/128GB Blue;1131;"('__export__.product_template_24348_d96e9854',1131);";"(1131,'Xiaomi Redmi 15C 4G DS 4/128GB Blue');"
__export__.product_template_24260_8cb30400;Xiaomi Redmi 15C 4G DS 4/128GB Midnight Black;1132;"('__export__.product_template_24260_8cb30400',1132);";"(1132,'Xiaomi Redmi 15C 4G DS 4/128GB Midnight Black');"
__export__.product_template_24261_57cd6465;Xiaomi Redmi 15C 4G DS 4/128GB Mint Green;1133;"('__export__.product_template_24261_57cd6465',1133);";"(1133,'Xiaomi Redmi 15C 4G DS 4/128GB Mint Green');"
__export__.product_template_24887_eccc1bc5;Xiaomi Redmi 15C 4G DS 4/128GB Pink;1134;"('__export__.product_template_24887_eccc1bc5',1134);";"(1134,'Xiaomi Redmi 15C 4G DS 4/128GB Pink');"
__export__.product_template_24339_71ca8cda;Xiaomi Redmi 15C 4G DS 4/256GB Midnight Black;1135;"('__export__.product_template_24339_71ca8cda',1135);";"(1135,'Xiaomi Redmi 15C 4G DS 4/256GB Midnight Black');"
__export__.product_template_24717_1bafb097;Xiaomi Redmi 15C 4G DS 4/256GB Twilight Orange;1136;"('__export__.product_template_24717_1bafb097',1136);";"(1136,'Xiaomi Redmi 15C 4G DS 4/256GB Twilight Orange');"
__export__.product_template_24718_92987030;Xiaomi Redmi 15C 4G DS 8/256GB Midnight Black;1137;"('__export__.product_template_24718_92987030',1137);";"(1137,'Xiaomi Redmi 15C 4G DS 8/256GB Midnight Black');"
__export__.product_template_24719_bdbd6153;Xiaomi Redmi 15C 4G DS 8/256GB Mint Green;1138;"('__export__.product_template_24719_bdbd6153',1138);";"(1138,'Xiaomi Redmi 15C 4G DS 8/256GB Mint Green');"
__export__.product_template_24720_febaab87;Xiaomi Redmi 15C 4G DS 8/256GB Moonlight Blue;1139;"('__export__.product_template_24720_febaab87',1139);";"(1139,'Xiaomi Redmi 15C 4G DS 8/256GB Moonlight Blue');"
__export__.product_template_24721_9c72c575;Xiaomi Redmi 15C 5G DS 4/256GB Midnight Black;1140;"('__export__.product_template_24721_9c72c575',1140);";"(1140,'Xiaomi Redmi 15C 5G DS 4/256GB Midnight Black');"
__export__.product_template_14321_10ee45dc;Xiaomi Redmi A3 4G DS 3/64GB Black;1141;"('__export__.product_template_14321_10ee45dc',1141);";"(1141,'Xiaomi Redmi A3 4G DS 3/64GB Black');"
__export__.product_template_24262_82b6241d;Xiaomi Redmi A3 4G DS 3/64GB Blue;1142;"('__export__.product_template_24262_82b6241d',1142);";"(1142,'Xiaomi Redmi A3 4G DS 3/64GB Blue');"
__export__.product_template_24263_943777a3;Xiaomi Redmi A3 4G DS 3/64GB Green;1143;"('__export__.product_template_24263_943777a3',1143);";"(1143,'Xiaomi Redmi A3 4G DS 3/64GB Green');"
__export__.product_template_14368_bf932ed7;Xiaomi Redmi A3 4G DS 4/128GB Black;1144;"('__export__.product_template_14368_bf932ed7',1144);";"(1144,'Xiaomi Redmi A3 4G DS 4/128GB Black');"
__export__.product_template_23611_6e3b35e2;Xiaomi Redmi A3 4G DS 4/128GB Green;1145;"('__export__.product_template_23611_6e3b35e2',1145);";"(1145,'Xiaomi Redmi A3 4G DS 4/128GB Green');"
__export__.product_template_22749_00ac34cc;Xiaomi Redmi A5 4G DS 3/64GB Lake Green;1146;"('__export__.product_template_22749_00ac34cc',1146);";"(1146,'Xiaomi Redmi A5 4G DS 3/64GB Lake Green');"
__export__.product_template_22750_7ee867a0;Xiaomi Redmi A5 4G DS 3/64GB Midnight Black;1147;"('__export__.product_template_22750_7ee867a0',1147);";"(1147,'Xiaomi Redmi A5 4G DS 3/64GB Midnight Black');"
__export__.product_template_22862_daf15cc8;Xiaomi Redmi A5 4G DS 3/64GB Ocean Blue;1148;"('__export__.product_template_22862_daf15cc8',1148);";"(1148,'Xiaomi Redmi A5 4G DS 3/64GB Ocean Blue');"
__export__.product_template_22863_7a91d166;Xiaomi Redmi A5 4G DS 3/64GB Sandy Gold;1149;"('__export__.product_template_22863_7a91d166',1149);";"(1149,'Xiaomi Redmi A5 4G DS 3/64GB Sandy Gold');"
__export__.product_template_22751_69c331a7;Xiaomi Redmi A5 4G DS 4/128GB Black;1150;"('__export__.product_template_22751_69c331a7',1150);";"(1150,'Xiaomi Redmi A5 4G DS 4/128GB Black');"
__export__.product_template_22864_f625c6eb;Xiaomi Redmi A5 4G DS 4/128GB Lake Green;1151;"('__export__.product_template_22864_f625c6eb',1151);";"(1151,'Xiaomi Redmi A5 4G DS 4/128GB Lake Green');"
__export__.product_template_23012_065b2485;Xiaomi Redmi A5 4G DS 4/128GB Ocean Blue;1152;"('__export__.product_template_23012_065b2485',1152);";"(1152,'Xiaomi Redmi A5 4G DS 4/128GB Ocean Blue');"
__export__.product_template_23204_5b746553;Xiaomi Redmi A5 4G DS 4/128GB Sandy Gold;1153;"('__export__.product_template_23204_5b746553',1153);";"(1153,'Xiaomi Redmi A5 4G DS 4/128GB Sandy Gold');"
__export__.product_template_24149_706e3f04;Xiaomi Redmi Buds 5 Black;1154;"('__export__.product_template_24149_706e3f04',1154);";"(1154,'Xiaomi Redmi Buds 5 Black');"
__export__.product_template_24882_3f4ffd49;Xiaomi Redmi Buds 5 Titan Grey;1155;"('__export__.product_template_24882_3f4ffd49',1155);";"(1155,'Xiaomi Redmi Buds 5 Titan Grey');"
__export__.product_template_22227_1399c546;Xiaomi Redmi Buds 6 Active Black;1156;"('__export__.product_template_22227_1399c546',1156);";"(1156,'Xiaomi Redmi Buds 6 Active Black');"
__export__.product_template_24884_8acbda9e;Xiaomi Redmi Buds 6 Active Pink;1157;"('__export__.product_template_24884_8acbda9e',1157);";"(1157,'Xiaomi Redmi Buds 6 Active Pink');"
__export__.product_template_22228_84194a05;Xiaomi Redmi Buds 6 Active White;1158;"('__export__.product_template_22228_84194a05',1158);";"(1158,'Xiaomi Redmi Buds 6 Active White');"
__export__.product_template_24366_51512666;Xiaomi Redmi Buds 6 Lite Black;1159;"('__export__.product_template_24366_51512666',1159);";"(1159,'Xiaomi Redmi Buds 6 Lite Black');"
__export__.product_template_23054_fef2ce7c;Xiaomi Redmi Buds 6 Play Black;1160;"('__export__.product_template_23054_fef2ce7c',1160);";"(1160,'Xiaomi Redmi Buds 6 Play Black');"
__export__.product_template_22196_d208ae26;Xiaomi Redmi Note 11S 5G DS 4/128Gb Midnight Black;1161;"('__export__.product_template_22196_d208ae26',1161);";"(1161,'Xiaomi Redmi Note 11S 5G DS 4/128Gb Midnight Black');"
__export__.product_template_23829_e8ac599f;Xiaomi Redmi Note 13 5G DS 8/256GB Ocean Teal;1162;"('__export__.product_template_23829_e8ac599f',1162);";"(1162,'Xiaomi Redmi Note 13 5G DS 8/256GB Ocean Teal');"
__export__.product_template_22201_bd007087;Xiaomi Redmi Note 13 Pro+ 5G DS 12/512GB Black;1163;"('__export__.product_template_22201_bd007087',1163);";"(1163,'Xiaomi Redmi Note 13 Pro+ 5G DS 12/512GB Black');"
__export__.product_template_22202_d1b67956;Xiaomi Redmi Note 13 Pro+ 5G DS 8/256GB Black;1164;"('__export__.product_template_22202_d1b67956',1164);";"(1164,'Xiaomi Redmi Note 13 Pro+ 5G DS 8/256GB Black');"
__export__.product_template_23830_5a63a0c6;Xiaomi Redmi Note 13 Pro+ 5G DS 8/256GB Purple;1165;"('__export__.product_template_23830_5a63a0c6',1165);";"(1165,'Xiaomi Redmi Note 13 Pro+ 5G DS 8/256GB Purple');"
__export__.product_template_23056_b73f148d;Xiaomi Redmi Note 14 4G DS 6/128GB Lime Green;1166;"('__export__.product_template_23056_b73f148d',1166);";"(1166,'Xiaomi Redmi Note 14 4G DS 6/128GB Lime Green');"
__export__.product_template_22206_b44f099a;Xiaomi Redmi Note 14 4G DS 6/128GB Midnight Black;1167;"('__export__.product_template_22206_b44f099a',1167);";"(1167,'Xiaomi Redmi Note 14 4G DS 6/128GB Midnight Black');"
__export__.product_template_22384_3a0cb6f9;Xiaomi Redmi Note 14 4G DS 6/128GB Mist Purple;1168;"('__export__.product_template_22384_3a0cb6f9',1168);";"(1168,'Xiaomi Redmi Note 14 4G DS 6/128GB Mist Purple');"
__export__.product_template_22385_972aff9d;Xiaomi Redmi Note 14 4G DS 6/128GB Ocean Blue;1169;"('__export__.product_template_22385_972aff9d',1169);";"(1169,'Xiaomi Redmi Note 14 4G DS 6/128GB Ocean Blue');"
__export__.product_template_22386_e4acd992;Xiaomi Redmi Note 14 4G DS 8/256GB Green;1170;"('__export__.product_template_22386_e4acd992',1170);";"(1170,'Xiaomi Redmi Note 14 4G DS 8/256GB Green');"
__export__.product_template_22205_02ddf82b;Xiaomi Redmi Note 14 4G DS 8/256GB Midnight Black;1171;"('__export__.product_template_22205_02ddf82b',1171);";"(1171,'Xiaomi Redmi Note 14 4G DS 8/256GB Midnight Black');"
__export__.product_template_22389_aa6f7fca;Xiaomi Redmi Note 14 4G DS 8/256GB Ocean Blue;1172;"('__export__.product_template_22389_aa6f7fca',1172);";"(1172,'Xiaomi Redmi Note 14 4G DS 8/256GB Ocean Blue');"
__export__.product_template_23612_90e616e8;Xiaomi Redmi Note 14 4G DS 8/256GB Purple;1173;"('__export__.product_template_23612_90e616e8',1173);";"(1173,'Xiaomi Redmi Note 14 4G DS 8/256GB Purple');"
__export__.product_template_24722_e189ec41;Xiaomi Redmi Note 14 5G DS 6/128GB Coral Green;1174;"('__export__.product_template_24722_e189ec41',1174);";"(1174,'Xiaomi Redmi Note 14 5G DS 6/128GB Coral Green');"
__export__.product_template_23613_c85ed955;Xiaomi Redmi Note 14 5G DS 6/128GB Midnight Black;1175;"('__export__.product_template_23613_c85ed955',1175);";"(1175,'Xiaomi Redmi Note 14 5G DS 6/128GB Midnight Black');"
__export__.product_template_23614_7f1398d3;Xiaomi Redmi Note 14 5G DS 8/256GB Lavender Purple;1176;"('__export__.product_template_23614_7f1398d3',1176);";"(1176,'Xiaomi Redmi Note 14 5G DS 8/256GB Lavender Purple');"
__export__.product_template_22204_8bd19022;Xiaomi Redmi Note 14 5G DS 8/256GB Midnight Black;1177;"('__export__.product_template_22204_8bd19022',1177);";"(1177,'Xiaomi Redmi Note 14 5G DS 8/256GB Midnight Black');"
__export__.product_template_19618_fd0566fd;Xiaomi Redmi Note 14 5G DS 8/256Gb Coral Green;1178;"('__export__.product_template_19618_fd0566fd',1178);";"(1178,'Xiaomi Redmi Note 14 5G DS 8/256Gb Coral Green');"
__export__.product_template_23615_617a06da;Xiaomi Redmi Note 14 Pro 4G DS 12/512GB Aurora Purple;1179;"('__export__.product_template_23615_617a06da',1179);";"(1179,'Xiaomi Redmi Note 14 Pro 4G DS 12/512GB Aurora Purple');"
__export__.product_template_22563_3a2d31ae;Xiaomi Redmi Note 14 Pro 4G DS 12/512GB Midnight Black;1180;"('__export__.product_template_22563_3a2d31ae',1180);";"(1180,'Xiaomi Redmi Note 14 Pro 4G DS 12/512GB Midnight Black');"
