id;name;id;insert into internal_products (odoo_id,product_id);insert into products (id,description)
__export__.product_template_16008_85193814;Samsung Galaxy S24 S921 5G DS 8/256GB Onyx Black;694;"('__export__.product_template_16008_85193814',694);";"(694,'Samsung Galaxy S24 S921 5G DS 8/256GB Onyx Black');"
__export__.product_template_23284_f2bbe79c;Samsung Galaxy S24 Ultra S928 5G DS 12/256GB Enterprise Edition Titanium Black;695;"('__export__.product_template_23284_f2bbe79c',695);";"(695,'Samsung Galaxy S24 Ultra S928 5G DS 12/256GB Enterprise Edition Titanium Black');"
__export__.product_template_24838_49de1df4;Samsung Galaxy S24 Ultra S928 5G DS 12/256GB Titanium Black;696;"('__export__.product_template_24838_49de1df4',696);";"(696,'Samsung Galaxy S24 Ultra S928 5G DS 12/256GB Titanium Black');"
__export__.product_template_23967_bf74353f;Samsung Galaxy S24 Ultra S928 5G DS 12/256GB Titanium Yellow;697;"('__export__.product_template_23967_bf74353f',697);";"(697,'Samsung Galaxy S24 Ultra S928 5G DS 12/256GB Titanium Yellow');"
__export__.product_template_19543_ff8ad4c6;Samsung Galaxy S24 Ultra S928 5G DS 12/512GB Titanium Grey;698;"('__export__.product_template_19543_ff8ad4c6',698);";"(698,'Samsung Galaxy S24 Ultra S928 5G DS 12/512GB Titanium Grey');"
__export__.product_template_23803_56cd78ee;Samsung Galaxy S24 Ultra S928 5G DS 12/512GB Titanium Yellow;699;"('__export__.product_template_23803_56cd78ee',699);";"(699,'Samsung Galaxy S24 Ultra S928 5G DS 12/512GB Titanium Yellow');"
__export__.product_template_23555_245850d0;Samsung Galaxy S24+ S926 5G DS 12/256GB Marble Grey;700;"('__export__.product_template_23555_245850d0',700);";"(700,'Samsung Galaxy S24+ S926 5G DS 12/256GB Marble Grey');"
__export__.product_template_22711_0e70b15c;Samsung Galaxy S24+ S926 5G DS 12/256GB Onyx Black;701;"('__export__.product_template_22711_0e70b15c',701);";"(701,'Samsung Galaxy S24+ S926 5G DS 12/256GB Onyx Black');"
__export__.product_template_23556_f49b7aae;Samsung Galaxy S24+ S926 5G DS 12/512GB Marble Grey;702;"('__export__.product_template_23556_f49b7aae',702);";"(702,'Samsung Galaxy S24+ S926 5G DS 12/512GB Marble Grey');"
__export__.product_template_23183_80cd22f9;Samsung Galaxy S25 Edge S937 5G DS 12/256GB Titanium Icyblue;703;"('__export__.product_template_23183_80cd22f9',703);";"(703,'Samsung Galaxy S25 Edge S937 5G DS 12/256GB Titanium Icyblue');"
__export__.product_template_23285_61ff39d3;Samsung Galaxy S25 Edge S937 5G DS 12/256GB Titanium Jetblack;704;"('__export__.product_template_23285_61ff39d3',704);";"(704,'Samsung Galaxy S25 Edge S937 5G DS 12/256GB Titanium Jetblack');"
__export__.product_template_23184_d2807f06;Samsung Galaxy S25 Edge S937 5G DS 12/256GB Titanium Silver;705;"('__export__.product_template_23184_d2807f06',705);";"(705,'Samsung Galaxy S25 Edge S937 5G DS 12/256GB Titanium Silver');"
__export__.product_template_24064_35465988;Samsung Galaxy S25 Edge S937 5G DS 12/512GB Titanium Icyblue;706;"('__export__.product_template_24064_35465988',706);";"(706,'Samsung Galaxy S25 Edge S937 5G DS 12/512GB Titanium Icyblue');"
__export__.product_template_23096_f2d56f3a;Samsung Galaxy S25 Edge S937 5G DS 12/512GB Titanium Jetblack;707;"('__export__.product_template_23096_f2d56f3a',707);";"(707,'Samsung Galaxy S25 Edge S937 5G DS 12/512GB Titanium Jetblack');"
__export__.product_template_23097_1784dbd6;Samsung Galaxy S25 Edge S937 5G DS 12/512GB Titanium Silver;708;"('__export__.product_template_23097_1784dbd6',708);";"(708,'Samsung Galaxy S25 Edge S937 5G DS 12/512GB Titanium Silver');"
__export__.product_template_24676_d1bff68a;Samsung Galaxy S25 FE S731 5G DS 8/128GB Icy Blue;709;"('__export__.product_template_24676_d1bff68a',709);";"(709,'Samsung Galaxy S25 FE S731 5G DS 8/128GB Icy Blue');"
__export__.product_template_24677_26622465;Samsung Galaxy S25 FE S731 5G DS 8/128GB Jetblack;710;"('__export__.product_template_24677_26622465',710);";"(710,'Samsung Galaxy S25 FE S731 5G DS 8/128GB Jetblack');"
__export__.product_template_24839_842001ff;Samsung Galaxy S25 FE S731 5G DS 8/128GB Navy;711;"('__export__.product_template_24839_842001ff',711);";"(711,'Samsung Galaxy S25 FE S731 5G DS 8/128GB Navy');"
__export__.product_template_24678_0e31b6c6;Samsung Galaxy S25 FE S731 5G DS 8/256GB Jetblack;712;"('__export__.product_template_24678_0e31b6c6',712);";"(712,'Samsung Galaxy S25 FE S731 5G DS 8/256GB Jetblack');"
__export__.product_template_24237_bfea9a71;Samsung Galaxy S25 S931 5G DS 12/128GB Blueblack;713;"('__export__.product_template_24237_bfea9a71',713);";"(713,'Samsung Galaxy S25 S931 5G DS 12/128GB Blueblack');"
__export__.product_template_23557_c7a5e5b4;Samsung Galaxy S25 S931 5G DS 12/128GB Enterprise Edition Silver Shadow;714;"('__export__.product_template_23557_c7a5e5b4',714);";"(714,'Samsung Galaxy S25 S931 5G DS 12/128GB Enterprise Edition Silver Shadow');"
__export__.product_template_19642_b14d9d1a;Samsung Galaxy S25 S931 5G DS 12/128GB Icy Blue;715;"('__export__.product_template_19642_b14d9d1a',715);";"(715,'Samsung Galaxy S25 S931 5G DS 12/128GB Icy Blue');"
__export__.product_template_19838_35755cbd;Samsung Galaxy S25 S931 5G DS 12/128GB Mint;716;"('__export__.product_template_19838_35755cbd',716);";"(716,'Samsung Galaxy S25 S931 5G DS 12/128GB Mint');"
__export__.product_template_19643_6cf4b970;Samsung Galaxy S25 S931 5G DS 12/128GB Navy;717;"('__export__.product_template_19643_6cf4b970',717);";"(717,'Samsung Galaxy S25 S931 5G DS 12/128GB Navy');"
__export__.product_template_19641_b119b694;Samsung Galaxy S25 S931 5G DS 12/128Gb Silver Shadow;718;"('__export__.product_template_19641_b119b694',718);";"(718,'Samsung Galaxy S25 S931 5G DS 12/128Gb Silver Shadow');"
__export__.product_template_23804_2509b1c7;Samsung Galaxy S25 S931 5G DS 12/256GB Blueblack;719;"('__export__.product_template_23804_2509b1c7',719);";"(719,'Samsung Galaxy S25 S931 5G DS 12/256GB Blueblack');"
__export__.product_template_19646_a82fd37b;Samsung Galaxy S25 S931 5G DS 12/256GB Icy Blue;720;"('__export__.product_template_19646_a82fd37b',720);";"(720,'Samsung Galaxy S25 S931 5G DS 12/256GB Icy Blue');"
__export__.product_template_23558_c9a47779;Samsung Galaxy S25 S931 5G DS 12/256GB Mint;721;"('__export__.product_template_23558_c9a47779',721);";"(721,'Samsung Galaxy S25 S931 5G DS 12/256GB Mint');"
__export__.product_template_19645_1c6778c4;Samsung Galaxy S25 S931 5G DS 12/256GB Navy;722;"('__export__.product_template_19645_1c6778c4',722);";"(722,'Samsung Galaxy S25 S931 5G DS 12/256GB Navy');"
__export__.product_template_23805_8efd6c6f;Samsung Galaxy S25 S931 5G DS 12/256GB Silver Shadow;723;"('__export__.product_template_23805_8efd6c6f',723);";"(723,'Samsung Galaxy S25 S931 5G DS 12/256GB Silver Shadow');"
__export__.product_template_23559_494645c1;Samsung Galaxy S25 S931 5G DS 12/512GB Icy Blue;724;"('__export__.product_template_23559_494645c1',724);";"(724,'Samsung Galaxy S25 S931 5G DS 12/512GB Icy Blue');"
__export__.product_template_23806_67375c01;Samsung Galaxy S25 S931 5G DS 12/512GB Navy;725;"('__export__.product_template_23806_67375c01',725);";"(725,'Samsung Galaxy S25 S931 5G DS 12/512GB Navy');"
__export__.product_template_24138_ca21a957;Samsung Galaxy S25 S931 5G DS 12/512GB Red;726;"('__export__.product_template_24138_ca21a957',726);";"(726,'Samsung Galaxy S25 S931 5G DS 12/512GB Red');"
__export__.product_template_23560_5f18d47b;Samsung Galaxy S25 S931 5G DS 12/512GB Silver Shadow;727;"('__export__.product_template_23560_5f18d47b',727);";"(727,'Samsung Galaxy S25 S931 5G DS 12/512GB Silver Shadow');"
__export__.product_template_19660_b0090058;Samsung Galaxy S25 S931 5G DS 12/512Gb Mint;728;"('__export__.product_template_19660_b0090058',728);";"(728,'Samsung Galaxy S25 S931 5G DS 12/512Gb Mint');"
__export__.product_template_23807_2e7d03d9;Samsung Galaxy S25 Ultra S938 5G DS 12/1TB Titanium Black;729;"('__export__.product_template_23807_2e7d03d9',729);";"(729,'Samsung Galaxy S25 Ultra S938 5G DS 12/1TB Titanium Black');"
__export__.product_template_19648_b1db1f5f;Samsung Galaxy S25 Ultra S938 5G DS 12/1TB Titanium Grey;730;"('__export__.product_template_19648_b1db1f5f',730);";"(730,'Samsung Galaxy S25 Ultra S938 5G DS 12/1TB Titanium Grey');"
__export__.product_template_23561_ea32bf7f;Samsung Galaxy S25 Ultra S938 5G DS 12/1TB Titanium Jetblack;731;"('__export__.product_template_23561_ea32bf7f',731);";"(731,'Samsung Galaxy S25 Ultra S938 5G DS 12/1TB Titanium Jetblack');"
__export__.product_template_23808_b08f7fba;Samsung Galaxy S25 Ultra S938 5G DS 12/1TB Titanium Silverblue;732;"('__export__.product_template_23808_b08f7fba',732);";"(732,'Samsung Galaxy S25 Ultra S938 5G DS 12/1TB Titanium Silverblue');"
__export__.product_template_23809_92d0e84e;Samsung Galaxy S25 Ultra S938 5G DS 12/1TB Titanium Whitesilver;733;"('__export__.product_template_23809_92d0e84e',733);";"(733,'Samsung Galaxy S25 Ultra S938 5G DS 12/1TB Titanium Whitesilver');"
__export__.product_template_19840_b42cfb20;Samsung Galaxy S25 Ultra S938 5G DS 12/256GB Enterprise Edition Titanium Black;734;"('__export__.product_template_19840_b42cfb20',734);";"(734,'Samsung Galaxy S25 Ultra S938 5G DS 12/256GB Enterprise Edition Titanium Black');"
__export__.product_template_22167_a997a287;Samsung Galaxy S25 Ultra S938 5G DS 12/256GB Titanium Black;735;"('__export__.product_template_22167_a997a287',735);";"(735,'Samsung Galaxy S25 Ultra S938 5G DS 12/256GB Titanium Black');"
__export__.product_template_19841_9175bcf8;Samsung Galaxy S25 Ultra S938 5G DS 12/256GB Titanium Grey;736;"('__export__.product_template_19841_9175bcf8',736);";"(736,'Samsung Galaxy S25 Ultra S938 5G DS 12/256GB Titanium Grey');"
__export__.product_template_24413_76b4d455;Samsung Galaxy S25 Ultra S938 5G DS 12/256GB Titanium Jetblack;737;"('__export__.product_template_24413_76b4d455',737);";"(737,'Samsung Galaxy S25 Ultra S938 5G DS 12/256GB Titanium Jetblack');"
__export__.product_template_22168_536f9f5e;Samsung Galaxy S25 Ultra S938 5G DS 12/256GB Titanium Silverblue;738;"('__export__.product_template_22168_536f9f5e',738);";"(738,'Samsung Galaxy S25 Ultra S938 5G DS 12/256GB Titanium Silverblue');"
__export__.product_template_20161_cd87f119;Samsung Galaxy S25 Ultra S938 5G DS 12/256GB Titanium Whitesilver;739;"('__export__.product_template_20161_cd87f119',739);";"(739,'Samsung Galaxy S25 Ultra S938 5G DS 12/256GB Titanium Whitesilver');"
__export__.product_template_19633_25b1309c;Samsung Galaxy S25 Ultra S938 5G DS 12/512GB Titanium Black;740;"('__export__.product_template_19633_25b1309c',740);";"(740,'Samsung Galaxy S25 Ultra S938 5G DS 12/512GB Titanium Black');"
__export__.product_template_19634_811cbe3f;Samsung Galaxy S25 Ultra S938 5G DS 12/512GB Titanium Grey;741;"('__export__.product_template_19634_811cbe3f',741);";"(741,'Samsung Galaxy S25 Ultra S938 5G DS 12/512GB Titanium Grey');"
__export__.product_template_23810_f639a17a;Samsung Galaxy S25 Ultra S938 5G DS 12/512GB Titanium Jetblack;742;"('__export__.product_template_23810_f639a17a',742);";"(742,'Samsung Galaxy S25 Ultra S938 5G DS 12/512GB Titanium Jetblack');"
__export__.product_template_19635_cd91fb0e;Samsung Galaxy S25 Ultra S938 5G DS 12/512GB Titanium Silverblue;743;"('__export__.product_template_19635_cd91fb0e',743);";"(743,'Samsung Galaxy S25 Ultra S938 5G DS 12/512GB Titanium Silverblue');"
__export__.product_template_23562_1686ab8c;Samsung Galaxy S25 Ultra S938 5G DS 12/512GB Titanium Whitesilver;744;"('__export__.product_template_23562_1686ab8c',744);";"(744,'Samsung Galaxy S25 Ultra S938 5G DS 12/512GB Titanium Whitesilver');"
__export__.product_template_24314_2910fbc6;Samsung Galaxy S25+ S936 5G DS 12/256GB Blueblack;745;"('__export__.product_template_24314_2910fbc6',745);";"(745,'Samsung Galaxy S25+ S936 5G DS 12/256GB Blueblack');"
__export__.product_template_22238_dde421bf;Samsung Galaxy S25+ S936 5G DS 12/256GB Icy Blue;746;"('__export__.product_template_22238_dde421bf',746);";"(746,'Samsung Galaxy S25+ S936 5G DS 12/256GB Icy Blue');"
__export__.product_template_23563_68d6ea54;Samsung Galaxy S25+ S936 5G DS 12/256GB Mint;747;"('__export__.product_template_23563_68d6ea54',747);";"(747,'Samsung Galaxy S25+ S936 5G DS 12/256GB Mint');"
__export__.product_template_22236_1348dbca;Samsung Galaxy S25+ S936 5G DS 12/256GB Navy;748;"('__export__.product_template_22236_1348dbca',748);";"(748,'Samsung Galaxy S25+ S936 5G DS 12/256GB Navy');"
__export__.product_template_22239_93536575;Samsung Galaxy S25+ S936 5G DS 12/256GB Silver Shadow;749;"('__export__.product_template_22239_93536575',749);";"(749,'Samsung Galaxy S25+ S936 5G DS 12/256GB Silver Shadow');"
__export__.product_template_23811_4d3af9d5;Samsung Galaxy S25+ S936 5G DS 12/512GB Blue Black;750;"('__export__.product_template_23811_4d3af9d5',750);";"(750,'Samsung Galaxy S25+ S936 5G DS 12/512GB Blue Black');"
__export__.product_template_19638_b9950f85;Samsung Galaxy S25+ S936 5G DS 12/512GB Icy Blue;751;"('__export__.product_template_19638_b9950f85',751);";"(751,'Samsung Galaxy S25+ S936 5G DS 12/512GB Icy Blue');"
__export__.product_template_19842_4125bdcc;Samsung Galaxy S25+ S936 5G DS 12/512GB Mint;752;"('__export__.product_template_19842_4125bdcc',752);";"(752,'Samsung Galaxy S25+ S936 5G DS 12/512GB Mint');"
__export__.product_template_19637_01fabf4f;Samsung Galaxy S25+ S936 5G DS 12/512GB Navy;753;"('__export__.product_template_19637_01fabf4f',753);";"(753,'Samsung Galaxy S25+ S936 5G DS 12/512GB Navy');"
__export__.product_template_23334_3d4d9ee3;Samsung Galaxy S25+ S936 5G DS 12/512GB Silver Shadow;754;"('__export__.product_template_23334_3d4d9ee3',754);";"(754,'Samsung Galaxy S25+ S936 5G DS 12/512GB Silver Shadow');"
__export__.product_template_24844_558085be;Samsung Galaxy Tab A11 X130 8.7 WiFi 4/64GB Grey;755;"('__export__.product_template_24844_558085be',755);";"(755,'Samsung Galaxy Tab A11 X130 8.7 WiFi 4/64GB Grey');"
__export__.product_template_24845_b070170a;Samsung Galaxy Tab A11 X130 8.7 WiFi 4/64GB Silver;756;"('__export__.product_template_24845_b070170a',756);";"(756,'Samsung Galaxy Tab A11 X130 8.7 WiFi 4/64GB Silver');"
__export__.product_template_24846_155310aa;Samsung Galaxy Tab A11 X130 8.7 WiFi 8/128GB Grey;757;"('__export__.product_template_24846_155310aa',757);";"(757,'Samsung Galaxy Tab A11 X130 8.7 WiFi 8/128GB Grey');"
__export__.product_template_24847_3a57e0da;Samsung Galaxy Tab A11 X135 8.7 LTE 4/64GB Silver;758;"('__export__.product_template_24847_3a57e0da',758);";"(758,'Samsung Galaxy Tab A11 X135 8.7 LTE 4/64GB Silver');"
__export__.product_template_24848_89ae4a42;Samsung Galaxy Tab A11 X135 8.7 LTE 8/128GB Grey;759;"('__export__.product_template_24848_89ae4a42',759);";"(759,'Samsung Galaxy Tab A11 X135 8.7 LTE 8/128GB Grey');"
__export__.product_template_24849_47e1fe53;Samsung Galaxy Tab A11 X135 8.7 LTE 8/128GB Silver;760;"('__export__.product_template_24849_47e1fe53',760);";"(760,'Samsung Galaxy Tab A11 X135 8.7 LTE 8/128GB Silver');"
__export__.product_template_22550_fd6a7be9;Samsung Galaxy Tab A9 X110 8.7 WiFi 4/64GB Grey;761;"('__export__.product_template_22550_fd6a7be9',761);";"(761,'Samsung Galaxy Tab A9 X110 8.7 WiFi 4/64GB Grey');"
__export__.product_template_24315_06154561;Samsung Galaxy Tab A9 X110 8.7 WiFi 4/64GB Navy;762;"('__export__.product_template_24315_06154561',762);";"(762,'Samsung Galaxy Tab A9 X110 8.7 WiFi 4/64GB Navy');"
__export__.product_template_23973_5789a288;Samsung Galaxy Tab A9 X110 8.7 WiFi 4/64GB Silver;763;"('__export__.product_template_23973_5789a288',763);";"(763,'Samsung Galaxy Tab A9 X110 8.7 WiFi 4/64GB Silver');"
__export__.product_template_24850_1fa49d97;Samsung Galaxy Tab A9 X110 8.7 WiFi 8/128GB Grey;764;"('__export__.product_template_24850_1fa49d97',764);";"(764,'Samsung Galaxy Tab A9 X110 8.7 WiFi 8/128GB Grey');"
__export__.product_template_22329_72269a4b;Samsung Galaxy Tab A9 X110 8.7 WiFi 8/128GB Navy;765;"('__export__.product_template_22329_72269a4b',765);";"(765,'Samsung Galaxy Tab A9 X110 8.7 WiFi 8/128GB Navy');"
__export__.product_template_24238_5acc9efd;Samsung Galaxy Tab A9 X110 8.7 WiFi 8/128GB Silver;766;"('__export__.product_template_24238_5acc9efd',766);";"(766,'Samsung Galaxy Tab A9 X110 8.7 WiFi 8/128GB Silver');"
__export__.product_template_24139_5b98b534;Samsung Galaxy Tab A9 X115 8.7 LTE 4/64GB Grey;767;"('__export__.product_template_24139_5b98b534',767);";"(767,'Samsung Galaxy Tab A9 X115 8.7 LTE 4/64GB Grey');"
__export__.product_template_24239_05518b4b;Samsung Galaxy Tab A9 X115 8.7 LTE 4/64GB Navy;768;"('__export__.product_template_24239_05518b4b',768);";"(768,'Samsung Galaxy Tab A9 X115 8.7 LTE 4/64GB Navy');"
__export__.product_template_24240_0740d965;Samsung Galaxy Tab A9 X115 8.7 LTE 4/64GB Silver;769;"('__export__.product_template_24240_0740d965',769);";"(769,'Samsung Galaxy Tab A9 X115 8.7 LTE 4/64GB Silver');"
__export__.product_template_14705_568fdced;Samsung Galaxy Tab A9 X115 8.7 LTE 8/128GB Grey;770;"('__export__.product_template_14705_568fdced',770);";"(770,'Samsung Galaxy Tab A9 X115 8.7 LTE 8/128GB Grey');"
__export__.product_template_17464_61d065f2;Samsung Galaxy Tab A9+ X210 11.0 WiFi 4/64GB Grey;771;"('__export__.product_template_17464_61d065f2',771);";"(771,'Samsung Galaxy Tab A9+ X210 11.0 WiFi 4/64GB Grey');"
__export__.product_template_23571_dd7c40da;Samsung Galaxy Tab A9+ X210 11.0 WiFi 4/64GB Navy;772;"('__export__.product_template_23571_dd7c40da',772);";"(772,'Samsung Galaxy Tab A9+ X210 11.0 WiFi 4/64GB Navy');"
__export__.product_template_23572_d0c928d4;Samsung Galaxy Tab A9+ X210 11.0 WiFi 4/64GB Silver;773;"('__export__.product_template_23572_d0c928d4',773);";"(773,'Samsung Galaxy Tab A9+ X210 11.0 WiFi 4/64GB Silver');"
__export__.product_template_23974_c1529485;Samsung Galaxy Tab A9+ X210 11.0 WiFi 6/128GB Grey;774;"('__export__.product_template_23974_c1529485',774);";"(774,'Samsung Galaxy Tab A9+ X210 11.0 WiFi 6/128GB Grey');"
__export__.product_template_24851_88414e22;Samsung Galaxy Tab A9+ X210 11.0 WiFi 6/128GB Navy;775;"('__export__.product_template_24851_88414e22',775);";"(775,'Samsung Galaxy Tab A9+ X210 11.0 WiFi 6/128GB Navy');"
__export__.product_template_24852_ac584d22;Samsung Galaxy Tab A9+ X210 11.0 WiFi 6/128GB Silver;776;"('__export__.product_template_24852_ac584d22',776);";"(776,'Samsung Galaxy Tab A9+ X210 11.0 WiFi 6/128GB Silver');"
__export__.product_template_19625_57446468;Samsung Galaxy Tab A9+ X210 11.0 WiFi 8/128GB Grey;777;"('__export__.product_template_19625_57446468',777);";"(777,'Samsung Galaxy Tab A9+ X210 11.0 WiFi 8/128GB Grey');"
__export__.product_template_22829_da11c2d4;Samsung Galaxy Tab A9+ X210 11.0 WiFi 8/128GB Navy;778;"('__export__.product_template_22829_da11c2d4',778);";"(778,'Samsung Galaxy Tab A9+ X210 11.0 WiFi 8/128GB Navy');"
__export__.product_template_24140_9bc4eee0;Samsung Galaxy Tab A9+ X210 11.0 WiFi 8/128GB Silver;779;"('__export__.product_template_24140_9bc4eee0',779);";"(779,'Samsung Galaxy Tab A9+ X210 11.0 WiFi 8/128GB Silver');"
__export__.product_template_24241_80da4abe;Samsung Galaxy Tab A9+ X210 11.0 WiFi 8/256GB Grey;780;"('__export__.product_template_24241_80da4abe',780);";"(780,'Samsung Galaxy Tab A9+ X210 11.0 WiFi 8/256GB Grey');"
__export__.product_template_22830_a599fea5;Samsung Galaxy Tab A9+ X216 5G 11.0 4/64GB Graphite;781;"('__export__.product_template_22830_a599fea5',781);";"(781,'Samsung Galaxy Tab A9+ X216 5G 11.0 4/64GB Graphite');"
__export__.product_template_19846_d1b71b99;Samsung Galaxy Tab A9+ X216 5G 11.0 4/64GB Navy;782;"('__export__.product_template_19846_d1b71b99',782);";"(782,'Samsung Galaxy Tab A9+ X216 5G 11.0 4/64GB Navy');"
__export__.product_template_23288_9e202785;Samsung Galaxy Tab A9+ X216 5G 11.0 4/64GB Silver;783;"('__export__.product_template_23288_9e202785',783);";"(783,'Samsung Galaxy Tab A9+ X216 5G 11.0 4/64GB Silver');"
__export__.product_template_23816_c180d73d;Samsung Galaxy Tab A9+ X216 5G 11.0 6/128GB Graphite;784;"('__export__.product_template_23816_c180d73d',784);";"(784,'Samsung Galaxy Tab A9+ X216 5G 11.0 6/128GB Graphite');"
__export__.product_template_23817_1ad0f69e;Samsung Galaxy Tab A9+ X216 5G 11.0 6/128GB Navy;785;"('__export__.product_template_23817_1ad0f69e',785);";"(785,'Samsung Galaxy Tab A9+ X216 5G 11.0 6/128GB Navy');"
__export__.product_template_23975_598e0f71;Samsung Galaxy Tab A9+ X216 5G 11.0 6/128GB Silver;786;"('__export__.product_template_23975_598e0f71',786);";"(786,'Samsung Galaxy Tab A9+ X216 5G 11.0 6/128GB Silver');"
__export__.product_template_24346_5ad9797d;Samsung Galaxy Tab A9+ X216 5G 11.0 8/128GB Navy;787;"('__export__.product_template_24346_5ad9797d',787);";"(787,'Samsung Galaxy Tab A9+ X216 5G 11.0 8/128GB Navy');"
__export__.product_template_22832_0c9d9d85;Samsung Galaxy Tab A9+ X216 5G 11.0 8/128GB Silver;788;"('__export__.product_template_22832_0c9d9d85',788);";"(788,'Samsung Galaxy Tab A9+ X216 5G 11.0 8/128GB Silver');"
__export__.product_template_24078_5041e3f2;Samsung Galaxy Tab Active 4 Pro T636 10.1 5G 4/64GB Enterprise Edition Black;789;"('__export__.product_template_24078_5041e3f2',789);";"(789,'Samsung Galaxy Tab Active 4 Pro T636 10.1 5G 4/64GB Enterprise Edition Black');"
__export__.product_template_15930_b6b0177e;Samsung Galaxy Tab Active 4 Pro T636 10.1 5G 6/128GB Enterprise Edition Black;790;"('__export__.product_template_15930_b6b0177e',790);";"(790,'Samsung Galaxy Tab Active 4 Pro T636 10.1 5G 6/128GB Enterprise Edition Black');"
__export__.product_template_24079_a218d82b;Samsung Galaxy Tab Active 5 Pro X350 10.1 WiFi 6/128GB Enterprise Edition Green;791;"('__export__.product_template_24079_a218d82b',791);";"(791,'Samsung Galaxy Tab Active 5 Pro X350 10.1 WiFi 6/128GB Enterprise Edition Green');"
__export__.product_template_23098_e9bc80c2;Samsung Galaxy Tab Active 5 Pro X356 10.1 5G 6/128GB Enterprise Edition Green;792;"('__export__.product_template_23098_e9bc80c2',792);";"(792,'Samsung Galaxy Tab Active 5 Pro X356 10.1 5G 6/128GB Enterprise Edition Green');"
__export__.product_template_24141_23aac887;Samsung Galaxy Tab Active 5 Pro X356 10.1 5G 8/256GB Enterprise Edition Green;793;"('__export__.product_template_24141_23aac887',793);";"(793,'Samsung Galaxy Tab Active 5 Pro X356 10.1 5G 8/256GB Enterprise Edition Green');"
__export__.product_template_22712_639ad504;Samsung Galaxy Tab Active 5 X306 8.0 5G 6/128GB Enterprise Edition Green/Black;794;"('__export__.product_template_22712_639ad504',794);";"(794,'Samsung Galaxy Tab Active 5 X306 8.0 5G 6/128GB Enterprise Edition Green/Black');"
__export__.product_template_23335_fcc3eb57;Samsung Galaxy Tab Active 5 X306 8.0 5G 8/256GB Enterprise Edition Green/Black;795;"('__export__.product_template_23335_fcc3eb57',795);";"(795,'Samsung Galaxy Tab Active 5 X306 8.0 5G 8/256GB Enterprise Edition Green/Black');"
__export__.product_template_22713_d85c1d5e;Samsung Galaxy Tab S10 FE X520B Wifi 10.9 12/256GB Grey;796;"('__export__.product_template_22713_d85c1d5e',796);";"(796,'Samsung Galaxy Tab S10 FE X520B Wifi 10.9 12/256GB Grey');"
__export__.product_template_23046_c8a52c8e;Samsung Galaxy Tab S10 FE X520B Wifi 10.9 12/256GB Silver;797;"('__export__.product_template_23046_c8a52c8e',797);";"(797,'Samsung Galaxy Tab S10 FE X520B Wifi 10.9 12/256GB Silver');"
__export__.product_template_22833_dbedfc6f;Samsung Galaxy Tab S10 FE X520B Wifi 10.9 8/128GB Blue;798;"('__export__.product_template_22833_dbedfc6f',798);";"(798,'Samsung Galaxy Tab S10 FE X520B Wifi 10.9 8/128GB Blue');"
__export__.product_template_22714_c4a331a5;Samsung Galaxy Tab S10 FE X520B Wifi 10.9 8/128GB Grey;799;"('__export__.product_template_22714_c4a331a5',799);";"(799,'Samsung Galaxy Tab S10 FE X520B Wifi 10.9 8/128GB Grey');"
__export__.product_template_23573_cae8a606;Samsung Galaxy Tab S10 FE X520B Wifi 10.9 8/128GB Silver;800;"('__export__.product_template_23573_cae8a606',800);";"(800,'Samsung Galaxy Tab S10 FE X520B Wifi 10.9 8/128GB Silver');"
__export__.product_template_23344_3e1d7309;Samsung Galaxy Tab S10 FE X526 5G 10.9 8/128GB Grey;801;"('__export__.product_template_23344_3e1d7309',801);";"(801,'Samsung Galaxy Tab S10 FE X526 5G 10.9 8/128GB Grey');"
__export__.product_template_23189_d77a108a;Samsung Galaxy Tab S10 FE X526B 5G 10.9 12/256GB Blue;802;"('__export__.product_template_23189_d77a108a',802);";"(802,'Samsung Galaxy Tab S10 FE X526B 5G 10.9 12/256GB Blue');"
__export__.product_template_23289_25915e99;Samsung Galaxy Tab S10 FE X526B 5G 10.9 12/256GB Grey;803;"('__export__.product_template_23289_25915e99',803);";"(803,'Samsung Galaxy Tab S10 FE X526B 5G 10.9 12/256GB Grey');"
__export__.product_template_24316_c4b07d1e;Samsung Galaxy Tab S10 FE X526B 5G 10.9 12/256GB Silver;804;"('__export__.product_template_24316_c4b07d1e',804);";"(804,'Samsung Galaxy Tab S10 FE X526B 5G 10.9 12/256GB Silver');"
__export__.product_template_23574_c4286475;Samsung Galaxy Tab S10 FE X526B 5G 10.9 8/128GB Blue;805;"('__export__.product_template_23574_c4286475',805);";"(805,'Samsung Galaxy Tab S10 FE X526B 5G 10.9 8/128GB Blue');"
__export__.product_template_24679_4e834bf5;Samsung Galaxy Tab S10 FE X526B 5G 10.9 8/128GB Enterprise Edition Grey;806;"('__export__.product_template_24679_4e834bf5',806);";"(806,'Samsung Galaxy Tab S10 FE X526B 5G 10.9 8/128GB Enterprise Edition Grey');"
__export__.product_template_23818_09882058;Samsung Galaxy Tab S10 FE X526B 5G 10.9 8/128GB Grey;807;"('__export__.product_template_23818_09882058',807);";"(807,'Samsung Galaxy Tab S10 FE X526B 5G 10.9 8/128GB Grey');"
__export__.product_template_23575_c3ff0c8d;Samsung Galaxy Tab S10 FE+ X620B Wifi 13 12/256GB Grey;808;"('__export__.product_template_23575_c3ff0c8d',808);";"(808,'Samsung Galaxy Tab S10 FE+ X620B Wifi 13 12/256GB Grey');"
